Code,POSITION,LEVEL,SKILLCODE,Description,RUN,DRIBBLE,QUICK,STAMINA,ELASTICITY,BODYCHECK,CROSS,SHORTPASS,LONGPASS,HEADSHOOT,SHORTSHOOT,LONGSHOOT,KEEPING,STEAL,TACKLE,CATCH,PUNCH,GUARD,MOVE,BODY,PASS,SHOOT,DEFENSE,GOALKEEP,TALENT
13314,33,14,0,-,84,24,34,53,39,44,54,59,74,29,19,24,33,53,44,0,0,0,0,0,0,0,0,0,0
13315,33,15,0,-,85,25,35,55,40,45,55,60,75,30,20,25,34,55,46,0,0,0,0,0,0,0,0,0,0
13316,33,16,0,-,86,26,36,57,41,46,56,61,76,31,21,26,35,57,48,0,0,0,0,0,0,0,0,0,0
13317,33,17,0,-,86,26,36,58,41,46,56,61,76,31,21,26,35,58,49,0,0,0,0,0,0,0,0,0,0
13318,33,18,0,-,87,27,37,60,42,47,57,62,77,32,22,27,36,60,51,0,0,0,0,0,0,0,0,0,0
13319,33,19,0,-,87,27,37,61,42,47,57,62,77,32,22,27,36,61,52,0,0,0,0,0,0,0,0,0,0
13320,33,20,0,-,89,29,39,65,44,49,59,64,79,34,24,29,38,65,56,0,0,0,0,0,0,0,0,0,0
13321,33,21,0,-,89,29,39,66,44,49,59,64,79,34,24,29,38,66,57,0,0,0,0,0,0,0,0,0,0
13322,33,22,0,-,90,30,40,68,45,50,60,65,80,35,25,30,39,68,59,0,0,0,0,0,0,0,0,0,0
13323,33,23,0,-,90,30,40,69,45,50,60,65,80,35,25,30,39,69,60,0,0,0,0,0,0,0,0,0,0
13324,33,24,0,-,91,31,41,71,46,51,61,66,81,36,26,31,40,71,62,0,0,0,0,0,0,0,0,0,0
13325,33,25,0,-,92,32,42,73,47,52,62,67,82,37,27,32,41,73,64,0,0,0,0,0,0,0,0,0,0
13326,33,26,0,-,93,33,43,75,48,53,63,68,83,38,28,33,42,75,66,0,0,0,0,0,0,0,0,0,0
13327,33,27,0,-,93,33,43,76,48,53,63,68,83,38,28,33,42,76,67,0,0,0,0,0,0,0,0,0,0
13328,33,28,0,-,94,34,44,78,49,54,64,69,84,39,29,34,43,78,69,0,0,0,0,0,0,0,0,0,0
13329,33,29,0,-,94,34,44,79,49,54,64,69,84,39,29,34,43,79,70,0,0,0,0,0,0,0,0,0,0
13330,33,30,0,-,96,36,46,82,51,56,66,71,86,41,31,36,45,82,73,0,0,0,0,0,0,0,0,0,0
13331,33,31,0,-,96,36,46,84,51,56,66,71,86,41,31,36,45,84,75,0,0,0,0,0,0,0,0,0,0
13332,33,32,0,-,97,37,47,86,52,57,67,72,87,42,32,37,46,86,77,0,0,0,0,0,0,0,0,0,0
13333,33,33,0,-,98,38,48,87,53,58,68,73,88,43,33,38,46,87,79,0,0,0,0,0,0,0,0,0,0
13334,33,34,0,-,100,40,50,90,55,60,70,75,90,45,35,40,48,90,82,0,0,0,0,0,0,0,0,0,0
13335,33,35,0,-,101,41,51,91,56,61,71,76,91,46,36,41,48,91,84,0,0,0,0,0,0,0,0,0,0
13336,33,36,0,-,102,42,52,93,57,62,72,77,92,47,37,42,49,93,86,0,0,0,0,0,0,0,0,0,0
13337,33,37,0,-,103,43,53,94,58,63,73,78,93,48,38,43,49,94,88,0,0,0,0,0,0,0,0,0,0
13338,33,38,0,-,105,45,55,97,60,65,75,80,95,50,40,45,51,97,91,0,0,0,0,0,0,0,0,0,0
13339,33,39,0,-,106,46,56,98,61,66,76,81,96,51,41,46,51,98,93,0,0,0,0,0,0,0,0,0,0
13340,33,40,0,-,107,47,57,101,62,67,77,82,97,52,42,47,52,101,96,0,0,0,0,0,0,0,0,0,0
13341,33,41,0,-,108,48,58,102,63,68,78,83,98,53,43,48,52,102,98,0,0,0,0,0,0,0,0,0,0
13342,33,42,0,-,110,50,60,105,65,70,80,85,100,55,45,50,54,105,101,0,0,0,0,0,0,0,0,0,0
13343,33,43,0,-,111,51,61,106,66,71,81,86,101,56,46,51,54,106,103,0,0,0,0,0,0,0,0,0,0
13344,33,44,0,-,112,52,62,108,67,72,82,87,102,57,47,52,55,108,105,0,0,0,0,0,0,0,0,0,0
13345,33,45,0,-,113,53,63,109,68,73,83,88,103,58,48,53,55,109,107,0,0,0,0,0,0,0,0,0,0
13346,33,46,0,-,115,55,65,112,70,75,85,90,105,60,50,55,57,112,110,0,0,0,0,0,0,0,0,0,0
13347,33,47,0,-,116,56,66,113,71,76,86,91,106,61,51,56,57,113,112,0,0,0,0,0,0,0,0,0,0
13348,33,48,0,-,117,57,67,115,72,77,87,92,107,62,52,57,58,115,114,0,0,0,0,0,0,0,0,0,0
13349,33,49,0,-,118,58,68,116,73,78,88,93,108,63,53,58,58,116,116,0,0,0,0,0,0,0,0,0,0
13350,33,50,0,-,120,60,70,119,75,80,90,95,110,65,55,60,60,119,119,0,0,0,0,0,0,0,0,0,0
13401,34,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13402,34,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13403,34,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13404,34,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13405,34,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13406,34,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13407,34,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13408,34,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13409,34,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
13410,34,10,0,-,82,22,32,47,37,42,52,57,72,27,17,22,31,47,38,0,0,0,0,0,0,0,0,0,0
13411,34,11,0,-,82,22,32,48,37,42,52,57,72,27,17,22,31,48,39,0,0,0,0,0,0,0,0,0,0
13412,34,12,0,-,83,23,33,50,38,43,53,58,73,28,18,23,32,50,41,0,0,0,0,0,0,0,0,0,0
13413,34,13,0,-,83,23,33,51,38,43,53,58,73,28,18,23,32,51,42,0,0,0,0,0,0,0,0,0,0
13414,34,14,0,-,84,24,34,53,39,44,54,59,74,29,19,24,33,53,44,0,0,0,0,0,0,0,0,0,0
13415,34,15,0,-,85,25,35,55,40,45,55,60,75,30,20,25,34,55,46,0,0,0,0,0,0,0,0,0,0
13416,34,16,0,-,86,26,36,57,41,46,56,61,76,31,21,26,35,57,48,0,0,0,0,0,0,0,0,0,0
13417,34,17,0,-,86,26,36,58,41,46,56,61,76,31,21,26,35,58,49,0,0,0,0,0,0,0,0,0,0
13418,34,18,0,-,87,27,37,60,42,47,57,62,77,32,22,27,36,60,51,0,0,0,0,0,0,0,0,0,0
13419,34,19,0,-,87,27,37,61,42,47,57,62,77,32,22,27,36,61,52,0,0,0,0,0,0,0,0,0,0
13420,34,20,0,-,89,29,39,65,44,49,59,64,79,34,24,29,38,65,56,0,0,0,0,0,0,0,0,0,0
13421,34,21,0,-,89,29,39,66,44,49,59,64,79,34,24,29,38,66,57,0,0,0,0,0,0,0,0,0,0
13422,34,22,0,-,90,30,40,68,45,50,60,65,80,35,25,30,39,68,59,0,0,0,0,0,0,0,0,0,0
13423,34,23,0,-,90,30,40,69,45,50,60,65,80,35,25,30,39,69,60,0,0,0,0,0,0,0,0,0,0
13424,34,24,0,-,91,31,41,71,46,51,61,66,81,36,26,31,40,71,62,0,0,0,0,0,0,0,0,0,0
13425,34,25,0,-,92,32,42,73,47,52,62,67,82,37,27,32,41,73,64,0,0,0,0,0,0,0,0,0,0
13426,34,26,0,-,93,33,43,75,48,53,63,68,83,38,28,33,42,75,66,0,0,0,0,0,0,0,0,0,0
13427,34,27,0,-,93,33,43,76,48,53,63,68,83,38,28,33,42,76,67,0,0,0,0,0,0,0,0,0,0
13428,34,28,0,-,94,34,44,78,49,54,64,69,84,39,29,34,43,78,69,0,0,0,0,0,0,0,0,0,0
13429,34,29,0,-,94,34,44,79,49,54,64,69,84,39,29,34,43,79,70,0,0,0,0,0,0,0,0,0,0
13430,34,30,0,-,96,36,46,82,51,56,66,71,86,41,31,36,45,82,73,0,0,0,0,0,0,0,0,0,0
13431,34,31,0,-,96,36,46,84,51,56,66,71,86,41,31,36,45,84,75,0,0,0,0,0,0,0,0,0,0
13432,34,32,0,-,97,37,47,86,52,57,67,72,87,42,32,37,46,86,77,0,0,0,0,0,0,0,0,0,0
13433,34,33,0,-,98,38,48,87,53,58,68,73,88,43,33,38,46,87,79,0,0,0,0,0,0,0,0,0,0
13434,34,34,0,-,100,40,50,90,55,60,70,75,90,45,35,40,48,90,82,0,0,0,0,0,0,0,0,0,0
13435,34,35,0,-,101,41,51,91,56,61,71,76,91,46,36,41,48,91,84,0,0,0,0,0,0,0,0,0,0
13436,34,36,0,-,102,42,52,93,57,62,72,77,92,47,37,42,49,93,86,0,0,0,0,0,0,0,0,0,0
13437,34,37,0,-,103,43,53,94,58,63,73,78,93,48,38,43,49,94,88,0,0,0,0,0,0,0,0,0,0
13438,34,38,0,-,105,45,55,97,60,65,75,80,95,50,40,45,51,97,91,0,0,0,0,0,0,0,0,0,0
13439,34,39,0,-,106,46,56,98,61,66,76,81,96,51,41,46,51,98,93,0,0,0,0,0,0,0,0,0,0
13440,34,40,0,-,107,47,57,101,62,67,77,82,97,52,42,47,52,101,96,0,0,0,0,0,0,0,0,0,0
13441,34,41,0,-,108,48,58,102,63,68,78,83,98,53,43,48,52,102,98,0,0,0,0,0,0,0,0,0,0
13442,34,42,0,-,110,50,60,105,65,70,80,85,100,55,45,50,54,105,101,0,0,0,0,0,0,0,0,0,0
13443,34,43,0,-,111,51,61,106,66,71,81,86,101,56,46,51,54,106,103,0,0,0,0,0,0,0,0,0,0
13444,34,44,0,-,112,52,62,108,67,72,82,87,102,57,47,52,55,108,105,0,0,0,0,0,0,0,0,0,0
13445,34,45,0,-,113,53,63,109,68,73,83,88,103,58,48,53,55,109,107,0,0,0,0,0,0,0,0,0,0
13446,34,46,0,-,115,55,65,112,70,75,85,90,105,60,50,55,57,112,110,0,0,0,0,0,0,0,0,0,0
13447,34,47,0,-,116,56,66,113,71,76,86,91,106,61,51,56,57,113,112,0,0,0,0,0,0,0,0,0,0
13448,34,48,0,-,117,57,67,115,72,77,87,92,107,62,52,57,58,115,114,0,0,0,0,0,0,0,0,0,0
13449,34,49,0,-,118,58,68,116,73,78,88,93,108,63,53,58,58,116,116,0,0,0,0,0,0,0,0,0,0
13450,34,50,0,-,120,60,70,119,75,80,90,95,110,65,55,60,60,119,119,0,0,0,0,0,0,0,0,0,0
14001,40,1,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14002,40,2,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14003,40,3,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14004,40,4,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14005,40,5,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14006,40,6,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14007,40,7,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14008,40,8,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14009,40,9,0,-,100,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0
14010,40,10,0,-,68,28,53,23,28,18,23,63,83,13,23,43,48,38,28,53,53,53,0,0,0,0,0,0,0
14011,40,11,0,-,68,28,53,23,28,18,23,63,83,13,23,43,48,38,28,54,54,54,0,0,0,0,0,0,0
14012,40,12,0,-,69,29,54,24,29,19,24,64,84,14,24,44,49,39,29,56,56,56,0,0,0,0,0,0,0
14013,40,13,0,-,69,29,54,24,29,19,24,64,84,14,24,44,49,39,29,57,57,57,0,0,0,0,0,0,0
14014,40,14,0,-,70,30,55,25,30,20,25,65,85,15,25,45,50,40,30,59,59,59,0,0,0,0,0,0,0
14015,40,15,0,-,71,31,56,26,31,21,26,66,86,16,26,46,51,41,31,60,60,60,0,0,0,0,0,0,0
14016,40,16,0,-,72,32,57,27,32,22,27,67,87,17,27,47,52,42,32,62,62,62,0,0,0,0,0,0,0
14017,40,17,0,-,72,32,57,27,32,22,27,67,87,17,27,47,52,42,32,63,63,63,0,0,0,0,0,0,0
14018,40,18,0,-,73,33,58,28,33,23,28,68,88,18,28,48,53,43,33,65,65,65,0,0,0,0,0,0,0
14019,40,19,0,-,73,33,58,28,33,23,28,68,88,18,28,48,53,43,33,66,66,66,0,0,0,0,0,0,0
14020,40,20,0,-,75,35,60,30,35,25,30,70,90,20,30,50,55,45,35,70,70,70,0,0,0,0,0,0,0
14021,40,21,0,-,75,35,60,30,35,25,30,70,90,20,30,50,55,45,35,71,71,71,0,0,0,0,0,0,0
14022,40,22,0,-,76,36,61,31,36,26,31,71,91,21,31,51,56,46,36,73,73,73,0,0,0,0,0,0,0
14023,40,23,0,-,76,36,61,31,36,26,31,71,91,21,31,51,56,46,36,74,74,74,0,0,0,0,0,0,0
14024,40,24,0,-,77,37,62,32,37,27,32,72,92,22,32,52,57,47,37,76,76,76,0,0,0,0,0,0,0
14025,40,25,0,-,78,38,63,33,38,28,33,73,93,23,33,53,58,48,38,77,77,77,0,0,0,0,0,0,0
14026,40,26,0,-,79,39,64,34,39,29,34,74,94,24,34,54,59,49,39,79,79,79,0,0,0,0,0,0,0
14027,40,27,0,-,79,39,64,34,39,29,34,74,94,24,34,54,59,49,39,80,80,80,0,0,0,0,0,0,0
14028,40,28,0,-,80,40,65,35,40,30,35,75,95,25,35,55,60,50,40,82,82,82,0,0,0,0,0,0,0
14029,40,29,0,-,80,40,65,35,40,30,35,75,95,25,35,55,60,50,40,83,83,83,0,0,0,0,0,0,0
14030,40,30,0,-,82,42,67,37,42,32,37,77,97,27,37,57,62,52,42,87,87,87,0,0,0,0,0,0,0
14031,40,31,0,-,82,42,67,37,42,32,37,77,97,27,37,57,62,52,42,88,88,88,0,0,0,0,0,0,0
14032,40,32,0,-,83,43,68,38,43,33,38,78,98,28,38,58,63,53,43,90,90,90,0,0,0,0,0,0,0
14033,40,33,0,-,83,43,68,38,43,33,38,78,98,28,38,58,63,53,43,91,91,91,0,0,0,0,0,0,0
14034,40,34,0,-,84,44,69,39,44,34,39,79,99,29,39,59,64,54,44,93,93,93,0,0,0,0,0,0,0
14035,40,35,0,-,85,45,70,40,45,35,40,80,100,30,40,60,65,55,45,94,94,94,0,0,0,0,0,0,0
14036,40,36,0,-,86,46,71,41,46,36,41,81,101,31,41,61,66,56,46,96,96,96,0,0,0,0,0,0,0
14037,40,37,0,-,86,46,71,41,46,36,41,81,101,31,41,61,66,56,46,97,97,97,0,0,0,0,0,0,0
14038,40,38,0,-,87,47,72,42,47,37,42,82,102,32,42,62,67,57,47,99,99,99,0,0,0,0,0,0,0
14039,40,39,0,-,87,47,72,42,47,37,42,82,102,32,42,62,67,57,47,100,100,100,0,0,0,0,0,0,0
14040,40,40,0,-,89,49,74,44,49,39,44,84,104,34,44,64,69,59,49,103,103,103,0,0,0,0,0,0,0
14041,40,41,0,-,89,49,74,44,49,39,44,84,104,34,44,64,69,59,49,104,104,104,0,0,0,0,0,0,0
14042,40,42,0,-,90,50,75,45,50,40,45,85,105,35,45,65,70,60,50,106,106,106,0,0,0,0,0,0,0
14043,40,43,0,-,91,51,76,46,51,41,46,86,106,36,46,66,71,61,51,108,108,108,0,0,0,0,0,0,0
14044,40,44,0,-,92,52,77,47,52,42,47,87,107,37,47,67,72,62,52,110,110,110,0,0,0,0,0,0,0
14045,40,45,0,-,94,54,79,49,54,44,49,89,109,39,49,69,74,64,54,112,112,112,0,0,0,0,0,0,0
14046,40,46,0,-,95,55,80,50,55,45,50,90,110,40,50,70,75,65,55,114,114,114,0,0,0,0,0,0,0
14047,40,47,0,-,96,56,81,51,56,46,51,91,111,41,51,71,76,66,56,116,116,116,0,0,0,0,0,0,0
14048,40,48,0,-,97,57,82,52,57,47,52,92,112,42,52,72,77,67,57,118,118,118,0,0,0,0,0,0,0
14049,40,49,0,-,98,58,83,53,58,48,53,93,113,43,53,73,78,68,58,120,120,120,0,0,0,0,0,0,0
14050,40,50,0,-,100,60,85,55,60,50,55,95,115,45,55,75,80,70,60,122,122,122,0,0,0,0,0,0,0
